Id,Condition 1,Condition 2,Overall Qual,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,1st Flr SF,Gr Liv Area,Kitchen Qual,Functional,Garage Finish,Garage Cars,Garage Area,SalePrice
2600,Norm,Norm,4,TA,Gd,BrkTil,Fa,Fa,448.0,448,720,Fa,Typ,Unf,1.0,280.0,86900
617,Feedr,Norm,6,TA,TA,CBlock,TA,TA,1505.0,1505,1505,TA,Typ,RFn,2.0,505.0,149500
2209,Norm,Norm,5,TA,Gd,PConc,Fa,Fa,920.0,954,954,Fa,Typ,Unf,1.0,240.0,119750
2814,Norm,Norm,6,TA,TA,PConc,Gd,TA,750.0,750,1500,Gd,Typ,RFn,2.0,564.0,173900
2542,Norm,Norm,5,TA,TA,CBlock,TA,TA,1050.0,1050,1050,TA,Typ,Unf,1.0,368.0,136500
2323,Norm,Norm,8,Gd,TA,PConc,Gd,TA,2062.0,2079,2687,Gd,Typ,Fin,2.0,618.0,270000
1393,Norm,Norm,6,TA,TA,CBlock,Gd,TA,1602.0,1252,1252,TA,Typ,RFn,2.0,564.0,235000
490,Norm,Norm,7,TA,TA,PConc,Gd,TA,384.0,774,1430,TA,Typ,RFn,2.0,400.0,156000
542,RRAe,Norm,5,TA,TA,PConc,Gd,TA,1114.0,1114,1114,Gd,Typ,Unf,2.0,576.0,153000
973,Norm,Norm,6,TA,TA,PConc,Ex,TA,1224.0,1224,1224,TA,Typ,Fin,2.0,402.0,165000
1012,Norm,Norm,9,Gd,TA,PConc,Gd,Gd,1122.0,1134,2504,Ex,Typ,Fin,3.0,656.0,325000
2218,Norm,Norm,5,TA,TA,CBlock,TA,Fa,728.0,760,1355,TA,Typ,Unf,2.0,528.0,140000
2033,Norm,Norm,6,TA,TA,CBlock,TA,TA,741.0,1497,2294,TA,Typ,Unf,2.0,658.0,202500
1071,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1702.0,1702,1702,Ex,Typ,Fin,3.0,1052.0,367294
1583,Norm,Norm,6,Gd,TA,CBlock,Gd,TA,1461.0,1509,1509,Gd,Typ,RFn,2.0,600.0,175000
2858,Norm,Norm,7,TA,TA,BrkTil,TA,Gd,756.0,961,1717,Gd,Typ,Unf,3.0,642.0,140000
2265,Norm,Norm,7,TA,TA,CBlock,Gd,TA,1265.0,1240,1240,Gd,Typ,Unf,2.0,528.0,174000
1088,Norm,Norm,7,Gd,TA,PConc,Gd,TA,856.0,1166,1166,Gd,Typ,Fin,2.0,400.0,190000
698,Norm,Norm,5,Gd,TA,CBlock,TA,TA,504.0,764,1464,TA,Typ,Not Applicable,0.0,0.0,129000
1896,Norm,Norm,6,TA,Gd,CBlock,TA,TA,1592.0,1652,1652,Gd,Typ,RFn,2.0,510.0,200000
628,Norm,Norm,6,TA,Gd,CBlock,Gd,TA,896.0,1182,2142,Gd,Typ,Fin,1.0,509.0,193500
1212,Norm,Norm,6,TA,TA,CBlock,Gd,TA,1092.0,1092,1092,TA,Typ,RFn,2.0,504.0,145000
2864,Norm,Norm,7,Gd,Gd,BrkTil,TA,TA,1022.0,1122,1671,TA,Typ,Unf,2.0,451.0,218000
2740,Norm,Norm,5,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1488,1488,TA,Typ,RFn,2.0,569.0,135000
2560,Feedr,Norm,5,TA,Gd,CBlock,TA,TA,1444.0,1624,1624,TA,Min1,RFn,1.0,240.0,146500
1716,Norm,Norm,6,Gd,TA,PConc,Gd,TA,1362.0,1362,1362,Gd,Typ,RFn,2.0,460.0,194700
1130,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1218.0,1218,1218,Gd,Typ,Fin,2.0,462.0,230348
201,Artery,Norm,6,TA,TA,BrkTil,Fa,Fa,1124.0,1068,1068,TA,Typ,Unf,1.0,288.0,109500
2886,Norm,Norm,6,TA,TA,CBlock,Gd,TA,1625.0,1625,1625,Fa,Typ,Fin,2.0,576.0,242500
2328,Norm,Norm,7,Gd,Gd,PConc,Gd,Gd,1064.0,1064,1767,Gd,Typ,RFn,2.0,504.0,239000
2583,Norm,Norm,6,TA,Gd,CBlock,TA,TA,1050.0,1050,1050,Gd,Typ,RFn,1.0,286.0,156000
1206,Norm,Norm,4,TA,TA,CBlock,TA,TA,907.0,907,907,TA,Typ,Unf,1.0,352.0,109008
2242,Norm,Norm,2,TA,TA,BrkTil,Not Applicable,Not Applicable,0.0,640,845,TA,Maj2,Unf,1.0,256.0,68104
1105,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1242.0,1251,2501,Gd,Typ,RFn,3.0,751.0,290000
121,Norm,Norm,5,TA,TA,PConc,Gd,TA,1209.0,1209,1209,TA,Typ,RFn,2.0,504.0,159000
1223,RRAn,Feedr,4,TA,TA,PConc,TA,TA,348.0,453,906,TA,Typ,Unf,1.0,231.0,87000
265,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1581.0,1601,1601,Gd,Typ,RFn,2.0,670.0,272000
2813,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1336.0,1336,1336,Gd,Typ,Unf,2.0,502.0,198000
1294,Norm,Norm,4,TA,Gd,BrkTil,TA,TA,801.0,1095,1656,TA,Mod,Unf,2.0,440.0,119164
2745,Norm,Norm,5,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1124,1124,TA,Min2,Not Applicable,0.0,0.0,93000
1094,Norm,Norm,7,Gd,TA,PConc,Gd,TA,982.0,1008,1892,TA,Typ,RFn,2.0,431.0,226750
651,Artery,Artery,3,TA,TA,CBlock,Fa,TA,978.0,1014,1699,TA,Typ,Unf,2.0,420.0,95000
198,Norm,Norm,6,TA,TA,CBlock,TA,TA,780.0,780,1416,TA,Typ,Unf,1.0,312.0,139900
131,Norm,Norm,3,TA,Po,CBlock,TA,TA,728.0,1306,1306,Fa,Mod,Not Applicable,0.0,0.0,76500
1258,Norm,Norm,4,Gd,TA,PConc,TA,TA,672.0,672,672,TA,Typ,Unf,1.0,308.0,86900
1599,Norm,Norm,5,TA,Gd,CBlock,TA,TA,1113.0,1160,1160,Gd,Typ,Unf,1.0,257.0,152500
1508,Norm,Norm,4,TA,TA,CBlock,Gd,TA,911.0,930,930,TA,Typ,RFn,1.0,286.0,99000
615,Norm,Norm,4,Fa,TA,CBlock,TA,TA,420.0,708,708,Fa,Typ,Not Applicable,0.0,0.0,82500
1815,Norm,Norm,6,Gd,TA,PConc,Gd,TA,1575.0,1575,1575,Gd,Typ,RFn,2.0,529.0,179200
2712,Norm,Norm,5,TA,TA,CBlock,TA,TA,1059.0,1059,1059,TA,Typ,Fin,1.0,286.0,142500
2051,Feedr,Norm,4,TA,TA,CBlock,TA,TA,1005.0,1005,1005,TA,Typ,Unf,2.0,440.0,115400
1863,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1057.0,1057,1929,Gd,Typ,Fin,2.0,650.0,226000
2510,Norm,Norm,7,Gd,TA,PConc,Gd,TA,600.0,520,1200,Gd,Typ,RFn,2.0,480.0,144152
1069,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1765.0,1804,2690,Gd,Typ,Fin,3.0,795.0,370000
336,Norm,Norm,5,TA,TA,CBlock,Gd,TA,833.0,833,833,Gd,Typ,Unf,2.0,495.0,149900
2417,Norm,Norm,6,Gd,TA,PConc,Gd,TA,728.0,728,1456,TA,Typ,RFn,2.0,429.0,172785
1962,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,864,864,Gd,Typ,RFn,2.0,720.0,129000
372,Norm,Norm,6,TA,Gd,CBlock,Gd,Fa,1362.0,1586,1586,TA,Typ,Unf,2.0,435.0,181000
2578,Norm,Norm,5,TA,TA,CBlock,TA,TA,1058.0,1370,1370,TA,Typ,RFn,1.0,300.0,148000
2824,Norm,Norm,6,TA,TA,PConc,Gd,TA,914.0,914,914,Gd,Typ,Not Applicable,0.0,0.0,117250
471,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1373.0,1555,1555,Gd,Typ,Fin,2.0,430.0,192500
1544,Norm,Norm,6,TA,Gd,CBlock,Gd,TA,716.0,716,1556,TA,Typ,Fin,2.0,452.0,151000
2141,Norm,Norm,5,TA,TA,CBlock,TA,TA,882.0,882,882,TA,Typ,Unf,2.0,461.0,112500
2008,Norm,Norm,5,TA,Fa,BrkTil,TA,TA,915.0,1167,1167,TA,Maj1,Unf,2.0,495.0,144000
1075,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1800.0,1800,1800,Ex,Typ,RFn,3.0,944.0,370967
34,Norm,Norm,6,TA,TA,CBlock,TA,TA,855.0,855,1456,Gd,Typ,Unf,2.0,440.0,149900
847,Norm,Norm,7,Gd,TA,PConc,Gd,TA,831.0,831,1660,Gd,Typ,RFn,2.0,493.0,195000
1629,Norm,Norm,7,TA,TA,PConc,Gd,TA,384.0,812,1482,Gd,Typ,Fin,2.0,392.0,163900
2073,Norm,Norm,6,TA,TA,PConc,Gd,TA,1190.0,1522,1522,TA,Typ,Fin,2.0,552.0,182000
960,Norm,Norm,9,Ex,TA,CBlock,Ex,TA,2190.0,2036,2036,Ex,Typ,Fin,3.0,780.0,410000
955,Norm,Norm,5,TA,TA,PConc,Gd,TA,1582.0,1595,1595,TA,Typ,Unf,2.0,672.0,152000
2476,Norm,Norm,7,Gd,TA,PConc,Gd,TA,891.0,891,1686,Gd,Typ,Fin,2.0,462.0,184000
1590,Norm,Norm,7,TA,Gd,PConc,Gd,Gd,1344.0,1344,1344,TA,Typ,Fin,4.0,784.0,206300
2913,Norm,Norm,5,TA,TA,CBlock,TA,TA,1652.0,1652,1652,TA,Typ,Unf,3.0,928.0,146500
149,Norm,Norm,4,TA,TA,CBlock,TA,TA,832.0,832,1337,TA,Typ,Unf,1.0,263.0,108000
2525,Norm,Norm,7,TA,TA,CBlock,TA,TA,570.0,1222,1920,Gd,Typ,RFn,2.0,487.0,170000
1470,Norm,Norm,6,Gd,TA,PConc,Gd,TA,848.0,848,848,Gd,Typ,RFn,2.0,420.0,145000
412,Norm,Norm,7,TA,TA,CBlock,Gd,TA,1057.0,1055,1055,TA,Typ,RFn,2.0,440.0,123000
1399,Norm,Norm,6,TA,TA,PConc,Gd,TA,1291.0,1291,1291,Gd,Typ,Unf,2.0,431.0,173000
183,Norm,Norm,6,TA,Gd,BrkTil,TA,TA,624.0,720,720,TA,Typ,Unf,2.0,484.0,105900
974,Norm,Norm,4,TA,TA,CBlock,Gd,TA,462.0,526,988,TA,Typ,Unf,1.0,297.0,91000
930,Norm,Norm,5,TA,TA,BrkTil,TA,TA,1067.0,986,1523,Fa,Maj2,Unf,1.0,295.0,158000
881,Norm,Norm,7,Gd,TA,PConc,Gd,TA,864.0,864,1728,Gd,Typ,RFn,2.0,572.0,190000
1180,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1230.0,1239,1239,Gd,Typ,Fin,2.0,477.0,217500
1553,Norm,Norm,5,TA,TA,CBlock,TA,TA,1151.0,1151,1955,TA,Typ,Fin,1.0,356.0,165500
928,Norm,Norm,7,TA,TA,CBlock,TA,TA,704.0,860,1564,Fa,Typ,Unf,1.0,234.0,174500
1512,Norm,Norm,4,TA,TA,CBlock,Ex,TA,416.0,1204,1204,TA,Typ,Unf,1.0,312.0,100000
3,Norm,Norm,6,TA,TA,CBlock,TA,TA,1329.0,1329,1329,Gd,Typ,Unf,1.0,312.0,172000
2140,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,879,879,TA,Typ,Unf,2.0,440.0,120000
553,Feedr,Norm,4,Fa,Fa,CBlock,TA,Fa,721.0,841,841,TA,Typ,Unf,1.0,294.0,82000
2594,Norm,Norm,6,TA,TA,CBlock,TA,TA,784.0,900,1312,TA,Typ,Unf,2.0,649.0,127000
1314,Norm,Norm,6,TA,TA,BrkTil,Gd,TA,735.0,1134,2058,TA,Typ,Unf,2.0,396.0,129500
366,Norm,Norm,8,Gd,TA,CBlock,Gd,TA,1220.0,1360,1360,Gd,Typ,RFn,2.0,565.0,187500
1462,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1778.0,1786,1786,Gd,Typ,RFn,3.0,715.0,300000
2541,Norm,Norm,6,TA,TA,CBlock,TA,TA,825.0,1097,1993,TA,Typ,RFn,2.0,495.0,190000
2088,Norm,Norm,4,Fa,Fa,BrkTil,TA,Fa,951.0,986,1362,TA,Typ,Unf,1.0,280.0,96000
527,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1092.0,1112,1550,Gd,Typ,Fin,2.0,438.0,241000
1824,RRAe,Norm,5,TA,Gd,CBlock,TA,TA,1140.0,1696,1696,TA,Min2,RFn,1.0,349.0,143900
2918,Norm,Norm,4,TA,TA,CBlock,TA,TA,546.0,546,1092,TA,Typ,Unf,1.0,286.0,87550
49,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1752.0,1752,1752,Ex,Typ,RFn,2.0,576.0,319900
2332,Norm,Norm,9,Gd,TA,PConc,Ex,Gd,1094.0,1102,2473,Gd,Typ,Fin,3.0,675.0,356383
826,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1800.0,1800,1800,Ex,Typ,Fin,2.0,702.0,239000
1108,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1080.0,1108,2197,Gd,Typ,Fin,3.0,783.0,287500
2041,Feedr,Norm,5,TA,TA,CBlock,TA,TA,720.0,854,1382,TA,Typ,Unf,2.0,660.0,128500
57,Norm,Norm,7,Gd,TA,PConc,Gd,TA,847.0,847,1733,Gd,Typ,Fin,2.0,433.0,185088
520,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1402.0,1402,1402,Gd,Typ,RFn,2.0,625.0,229800
2305,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,887,887,TA,Typ,RFn,1.0,288.0,124500
2533,Feedr,Norm,5,TA,TA,CBlock,TA,TA,1051.0,1051,1051,TA,Typ,RFn,2.0,504.0,142000
2852,Norm,Norm,6,TA,TA,PConc,TA,TA,755.0,755,1510,TA,Typ,Unf,1.0,216.0,149000
1198,Feedr,Norm,5,TA,TA,CBlock,TA,TA,1656.0,1656,1656,TA,Typ,Unf,2.0,506.0,135000
1681,Norm,Norm,6,TA,TA,CBlock,Gd,TA,1078.0,958,958,TA,Typ,RFn,2.0,440.0,128000
1773,Norm,Norm,8,Gd,TA,PConc,Gd,TA,3200.0,3228,3228,Gd,Typ,RFn,2.0,546.0,430000
1825,Norm,Norm,5,TA,TA,CBlock,TA,TA,1040.0,1040,1040,TA,Typ,Fin,2.0,686.0,145000
2208,Norm,Norm,5,TA,TA,PConc,TA,TA,661.0,661,1250,TA,Typ,Unf,2.0,552.0,139000
1646,Norm,Norm,6,TA,TA,CBlock,Gd,TA,585.0,1140,1868,TA,Typ,Fin,2.0,477.0,178000
1060,PosN,Norm,10,Ex,TA,PConc,Ex,TA,1620.0,1632,2790,Ex,Typ,Fin,4.0,1150.0,460000
748,PosN,Norm,6,TA,TA,BrkTil,TA,TA,844.0,1445,2134,Gd,Typ,Unf,2.0,441.0,214500
2846,Norm,Norm,5,TA,TA,PConc,TA,TA,686.0,948,1928,TA,Typ,Not Applicable,0.0,0.0,160000
493,RRNn,Norm,7,Gd,TA,PConc,Gd,TA,992.0,1022,2060,Gd,Typ,RFn,2.0,390.0,214000
694,Norm,Norm,6,TA,TA,PConc,TA,TA,901.0,861,1378,Gd,Typ,Unf,1.0,162.0,128900
2283,Norm,Norm,4,TA,Gd,CBlock,TA,TA,1249.0,1622,1622,TA,Typ,Fin,4.0,1356.0,168000
1800,Norm,Norm,8,Gd,TA,PConc,Ex,TA,955.0,955,1880,Ex,Typ,Fin,3.0,880.0,310013
1632,Norm,Norm,8,Gd,TA,CBlock,Gd,TA,1074.0,1088,1088,Gd,Typ,RFn,2.0,461.0,170000
2624,Norm,Norm,5,TA,TA,CBlock,TA,TA,1040.0,1040,1040,TA,Typ,RFn,1.0,286.0,133700
2197,Norm,Norm,6,TA,Gd,PConc,TA,Fa,602.0,900,1502,Gd,Typ,Unf,1.0,180.0,165000
1045,Norm,Norm,6,TA,TA,CBlock,TA,TA,483.0,483,987,TA,Typ,Unf,1.0,264.0,89500
2549,Norm,Norm,6,TA,Fa,CBlock,TA,TA,588.0,1095,1095,TA,Typ,RFn,1.0,264.0,140000
2829,Norm,Norm,7,Gd,TA,PConc,Gd,TA,970.0,970,1709,Gd,Maj1,Unf,2.0,380.0,134000
2480,Norm,Norm,6,Gd,TA,PConc,Gd,TA,836.0,844,1731,Gd,Typ,RFn,2.0,462.0,248500
2724,Norm,Norm,4,TA,Gd,CBlock,TA,Gd,648.0,960,960,TA,Typ,Unf,1.0,364.0,145000
2352,RRAn,Norm,6,TA,TA,CBlock,Gd,TA,713.0,811,1552,TA,Typ,RFn,2.0,434.0,179900
1783,Norm,Norm,8,Gd,TA,PConc,Ex,TA,1795.0,1795,1795,Gd,Typ,RFn,3.0,895.0,147000
338,Norm,Norm,5,TA,TA,PConc,Gd,TA,624.0,624,1274,TA,Typ,Unf,2.0,576.0,136000
196,Norm,Norm,6,TA,Gd,CBlock,TA,TA,572.0,848,1196,TA,Typ,Unf,2.0,576.0,128000
762,Norm,Norm,4,TA,Gd,CBlock,Fa,TA,560.0,704,704,Fa,Typ,Unf,1.0,220.0,88750
151,Norm,Norm,5,TA,Gd,CBlock,TA,TA,972.0,972,972,TA,Typ,Unf,1.0,305.0,122500
158,Artery,Norm,6,TA,TA,CBlock,TA,TA,912.0,912,1458,TA,Typ,Unf,1.0,330.0,97500
2572,Norm,Norm,6,TA,TA,CBlock,TA,TA,1008.0,1008,1008,TA,Typ,RFn,2.0,430.0,135000
1686,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1822.0,1828,1828,Gd,Typ,Unf,3.0,774.0,314813
943,Feedr,Feedr,3,Fa,Fa,CBlock,TA,Fa,1013.0,1013,1526,Fa,Typ,Not Applicable,0.0,0.0,85000
735,Norm,Norm,6,Gd,TA,BrkTil,TA,TA,698.0,786,1176,TA,Typ,Unf,2.0,624.0,134900
2741,Norm,Norm,5,TA,TA,CBlock,TA,TA,1057.0,1057,1057,Gd,Typ,Unf,1.0,288.0,137000
1106,Norm,Norm,8,Gd,Gd,PConc,Gd,TA,2109.0,2113,2113,Gd,Typ,Fin,3.0,839.0,350000
2375,Norm,Norm,5,TA,TA,CBlock,TA,TA,943.0,1387,1387,TA,Typ,RFn,1.0,300.0,145000
1701,Norm,Norm,9,Gd,TA,PConc,Ex,TA,1704.0,1722,2758,Ex,Typ,Fin,3.0,814.0,418000
2657,Norm,Norm,3,TA,TA,PConc,TA,TA,798.0,840,840,Fa,Typ,Unf,1.0,250.0,64000
907,Norm,Norm,5,TA,TA,BrkTil,TA,TA,793.0,848,1520,TA,Typ,Unf,1.0,281.0,159434
1777,Feedr,Norm,8,Gd,TA,PConc,Gd,TA,1542.0,1542,1542,Gd,Typ,Unf,3.0,852.0,260261
164,Artery,Norm,5,TA,Fa,CBlock,TA,TA,910.0,910,1385,TA,Typ,Unf,2.0,720.0,166000
1973,Norm,Norm,5,TA,TA,CBlock,TA,TA,896.0,936,936,TA,Typ,RFn,1.0,288.0,130000
2857,Norm,Norm,5,TA,TA,CBlock,Fa,Fa,824.0,824,1288,TA,Typ,Unf,1.0,240.0,112000
1208,Norm,Norm,5,TA,Gd,CBlock,TA,TA,1120.0,1128,1128,TA,Typ,RFn,2.0,525.0,155000
319,Norm,Norm,8,Gd,TA,PConc,Ex,TA,774.0,774,1968,Ex,Typ,Fin,3.0,680.0,269500
2567,Norm,Norm,6,TA,TA,CBlock,TA,TA,1246.0,1246,1246,TA,Typ,RFn,2.0,441.0,172000
2222,Norm,Norm,7,TA,TA,CBlock,TA,TA,800.0,960,1740,TA,Typ,Unf,1.0,240.0,219500
2493,RRAe,Norm,5,TA,TA,PConc,TA,TA,925.0,925,925,TA,Typ,Unf,2.0,484.0,133500
1757,Norm,Norm,7,TA,TA,PConc,Gd,TA,384.0,774,1430,TA,Typ,RFn,2.0,400.0,170000
184,Norm,Norm,8,Gd,Gd,BrkTil,TA,TA,930.0,930,1566,Gd,Typ,Unf,1.0,288.0,150000
1248,Norm,Norm,5,TA,TA,PConc,TA,TA,984.0,950,950,TA,Typ,Unf,2.0,400.0,130000
2574,Norm,Norm,5,TA,Gd,CBlock,TA,TA,1144.0,1144,1144,TA,Typ,RFn,1.0,796.0,143000
1215,Norm,Norm,5,TA,Gd,CBlock,TA,TA,1114.0,1114,1114,TA,Typ,RFn,2.0,451.0,140000
1614,Norm,Norm,7,TA,Gd,CBlock,Gd,TA,2223.0,2223,2223,TA,Typ,Fin,2.0,516.0,244000
2039,Norm,Norm,5,TA,TA,BrkTil,TA,Fa,530.0,581,1111,Fa,Typ,Unf,1.0,288.0,101000
2669,Norm,Norm,5,TA,TA,CBlock,TA,TA,960.0,960,960,TA,Typ,Unf,2.0,624.0,125000
1005,Norm,Norm,6,TA,TA,PConc,Gd,TA,932.0,932,1633,TA,Typ,Fin,2.0,460.0,183000
753,Norm,Norm,6,TA,TA,CBlock,TA,TA,755.0,929,2229,TA,Typ,Not Applicable,0.0,0.0,104000
1275,Feedr,Norm,6,TA,TA,CBlock,TA,TA,936.0,984,984,TA,Typ,Unf,1.0,280.0,112500
2350,Norm,Norm,6,TA,Gd,CBlock,Gd,TA,1686.0,1686,1686,TA,Typ,Unf,2.0,612.0,207500
2762,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1614.0,1614,1614,Gd,Typ,Fin,2.0,576.0,225000
2788,Norm,Norm,5,TA,TA,CBlock,TA,TA,864.0,864,864,TA,Typ,Unf,1.0,297.0,119900
2384,Norm,Norm,7,Gd,TA,PConc,Ex,Gd,1721.0,1740,1740,Gd,Typ,RFn,3.0,874.0,293000
2716,Norm,Norm,5,TA,TA,CBlock,TA,TA,1461.0,1721,1721,TA,Min1,RFn,2.0,440.0,180000
313,Norm,Norm,6,TA,TA,CBlock,TA,TA,1012.0,1034,1034,TA,Typ,Unf,3.0,888.0,169900
84,RRAe,Norm,6,TA,TA,Slab,Not Applicable,Not Applicable,0.0,1318,1902,TA,Typ,Unf,2.0,539.0,112000
81,Norm,Norm,6,TA,TA,PConc,Gd,TA,1040.0,1097,1097,TA,Typ,Unf,2.0,480.0,152000
2389,Norm,Norm,9,Gd,TA,PConc,Gd,TA,1090.0,1117,2206,Ex,Typ,Fin,3.0,670.0,300000
280,Norm,Norm,6,TA,TA,CBlock,TA,TA,1029.0,1117,1117,TA,Typ,Unf,2.0,672.0,107000
190,Norm,Norm,4,TA,TA,PConc,TA,TA,777.0,1246,2290,TA,Typ,Unf,2.0,560.0,122500
2371,Norm,Norm,6,TA,TA,CBlock,TA,TA,483.0,483,948,TA,Typ,Unf,1.0,264.0,89000
213,Norm,Norm,6,TA,TA,CBlock,Fa,TA,600.0,600,919,TA,Typ,Unf,1.0,231.0,95000
1864,RRAn,Norm,6,TA,TA,CBlock,TA,TA,912.0,1152,1152,TA,Typ,RFn,2.0,412.0,143450
37,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1590.0,1627,2334,Ex,Typ,Fin,3.0,751.0,376162
146,Feedr,Norm,5,TA,TA,CBlock,TA,TA,1268.0,1264,1264,TA,Typ,Unf,2.0,461.0,167500
809,Feedr,Norm,5,TA,TA,CBlock,Gd,TA,1086.0,1224,1224,TA,Typ,Unf,2.0,528.0,153337
767,Artery,Norm,6,TA,Gd,BrkTil,TA,TA,672.0,697,1369,TA,Typ,Unf,1.0,300.0,103600
262,Norm,Norm,5,TA,TA,CBlock,TA,Gd,894.0,894,894,TA,Typ,Unf,1.0,308.0,128200
101,Norm,Norm,6,Gd,TA,PConc,Gd,TA,756.0,769,1573,Gd,Typ,Unf,2.0,440.0,177500
48,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1671.0,1687,2250,Gd,Typ,Fin,3.0,756.0,320000
489,Norm,Norm,6,TA,TA,PConc,Gd,TA,794.0,819,1514,TA,Typ,Fin,2.0,394.0,190000
2369,Norm,Norm,6,TA,TA,CBlock,TA,TA,672.0,672,1218,TA,Typ,Not Applicable,0.0,0.0,91500
707,Norm,Norm,5,TA,TA,CBlock,TA,TA,811.0,811,1387,Gd,Typ,Unf,1.0,256.0,93000
1556,Feedr,Norm,4,TA,Fa,BrkTil,TA,TA,649.0,649,1317,TA,Typ,Unf,1.0,250.0,40000
2034,Norm,Norm,6,TA,TA,PConc,TA,TA,684.0,773,1355,Gd,Typ,Not Applicable,0.0,0.0,127000
308,Norm,Norm,4,Fa,Fa,CBlock,TA,TA,756.0,952,952,TA,Typ,RFn,1.0,330.0,50138
2176,Norm,Norm,6,TA,Gd,CBlock,TA,Gd,1143.0,1113,1113,TA,Typ,RFn,1.0,504.0,148000
1549,Norm,Norm,5,TA,TA,CBlock,TA,TA,740.0,778,778,TA,Typ,Fin,1.0,924.0,120500
909,Norm,Norm,6,TA,TA,BrkTil,TA,TA,778.0,944,1489,TA,Typ,Unf,1.0,240.0,139500
892,Norm,Norm,9,Ex,TA,PConc,Ex,TA,1698.0,1698,1698,Ex,Typ,Fin,3.0,768.0,320000
2045,Feedr,Norm,7,TA,Gd,CBlock,TA,TA,1005.0,1262,2267,TA,Typ,Fin,2.0,498.0,219000
2927,Norm,Norm,5,TA,TA,CBlock,Gd,TA,864.0,902,902,TA,Typ,Unf,2.0,484.0,131000
1732,Norm,Norm,6,Gd,TA,PConc,Gd,TA,738.0,738,1495,Gd,Typ,RFn,2.0,440.0,171925
998,Norm,Norm,5,Gd,TA,PConc,Gd,TA,1348.0,1384,1384,Gd,Typ,Unf,2.0,404.0,177900
2203,Norm,Norm,6,TA,TA,BrkTil,TA,TA,585.0,851,1436,TA,Typ,Unf,1.0,228.0,141500
356,Norm,Norm,6,Gd,TA,PConc,Gd,TA,952.0,952,1636,TA,Typ,Fin,2.0,440.0,191000
2475,RRAe,Norm,6,TA,TA,PConc,Gd,TA,1158.0,1158,1158,Gd,Typ,Unf,2.0,576.0,158000
2264,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1638.0,1646,1646,Gd,Typ,RFn,3.0,870.0,248900
2201,Feedr,Norm,5,TA,TA,BrkTil,Gd,TA,731.0,981,1768,Gd,Typ,Unf,1.0,240.0,175000
2545,RRAn,Norm,6,TA,Gd,PConc,TA,TA,1187.0,1565,1565,Gd,Min1,RFn,1.0,299.0,185900
2660,Norm,Norm,7,TA,TA,BrkTil,Gd,TA,880.0,880,1768,TA,Typ,Unf,2.0,320.0,163000
2882,Norm,Norm,5,Fa,Fa,CBlock,TA,TA,660.0,1060,1396,TA,Min2,Not Applicable,0.0,0.0,115000
1379,Norm,Norm,6,TA,TA,CBlock,TA,TA,1008.0,1096,1096,TA,Typ,Unf,2.0,484.0,157500
491,RRNn,Norm,7,Gd,TA,PConc,Gd,TA,1177.0,1223,2312,Gd,Typ,Fin,3.0,658.0,245000
1002,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1337.0,1337,1337,Gd,Typ,RFn,2.0,462.0,180000
1848,Norm,Norm,7,Gd,TA,PConc,Gd,TA,551.0,551,1102,Gd,Typ,Unf,2.0,480.0,148800
1455,Norm,Norm,8,Gd,TA,PConc,Gd,TA,1128.0,1128,2031,Gd,Typ,RFn,2.0,577.0,237000
908,Norm,Norm,2,TA,TA,CBlock,TA,Fa,290.0,438,438,Fa,Typ,Unf,1.0,246.0,60000
1490,Norm,Norm,5,TA,TA,CBlock,Gd,Gd,456.0,1033,1033,TA,Typ,RFn,2.0,504.0,165000
1465,Norm,Norm,7,Gd,TA,PConc,Gd,TA,1129.0,1129,2327,Gd,Typ,RFn,2.0,596.0,240000
1627,Norm,Norm,7,TA,TA,PConc,Gd,TA,1168.0,1187,1187,Gd,Typ,RFn,2.0,420.0,160000
